lettr,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
M,2.381548493701867,1.5637981419688525,0.6552129937383974,1.6356064084922313,1.1540319020221874,0.20001508705074864,-0.8563621140668841,0.7309921829830673,-0.39186289141463343,0.6038366602846238,0.7574606911739655,-0.629804229704818,-0.7249091958786057,0.015805569185974533,-0.3535575614183249,0.4489723752216014
G,-0.45220820511937315,-1.026572819322857,-0.7890924410710728,0.27227536290276305,0.3158700702320682,0.7583812953952173,0.11976473469224785,-0.3336354530436878,0.7001970755539167,-0.5169844732388875,0.23551509793761907,-0.2997004973074059,0.6477221420442089,-0.010129856345114882,-0.25988760832347835,-0.2398384982026632
O,-0.4219437621075858,-0.47990953552456933,-0.37087266465862606,-0.22353206115566776,0.7414881392263696,-0.41981722366467167,0.764538049894177,-0.4490977338182478,0.6553094226517732,0.4702266361850784,0.004762489462461923,-0.608176613028928,0.14232953688757377,-0.4028732565166946,-0.2533994208731218,0.08777042306169133
P,-0.8311917849473114,-2.185992294666112,2.7555956580497822,-2.4449610465428684,1.3202552941773766,-1.912644270734994,1.4974332262652383,-0.7606567292851493,-1.2754437103371628,0.23881957101779258,0.8932875329551027,0.277701647749739,0.07972235911276576,0.26041309114189415,-0.43637067331262486,-0.27648319203804395
G,0.3828462437535103,1.2051080324516201,-1.552843299028151,-1.0596682918244582,0.38461844879224444,-0.5286849908886725,-2.1717551124810335,-0.25308344190937576,-0.3739073933690307,-0.5865845811465562,-0.6334730226977897,-0.32256545945694837,-0.14807606423148162,-0.059216872573157296,-0.08464970822178608,-0.005117274025421552
E,-1.9048156712990707,-2.2088108099976433,-2.1047627275189402,2.7041122872558243,0.17795429520927727,-1.0413289000787371,-0.4252526806182618,0.581545175680273,-0.4240830052390338,-0.3802030251188648,-0.017908018587236712,0.5878830003562194,0.5986549298517166,0.5765426503866463,0.26537298706821405,0.3481066526525025
X,1.1462027676352469,0.7044142817027236,0.5500053947135275,0.5472833843052022,-1.9215794879000678,1.0526298451106033,-0.0875962080031066,-0.354844885274749,-0.9897496181531874,-0.2449739646031228,0.735506905456119,0.07002404429630833,0.2596335845125929,0.4439295610675021,-0.3379054307323665,-0.10149970756931186
E,-0.5726451907288551,-1.1605959856766048,-0.5434322984815184,0.0903813617085367,-0.7354312358971968,-0.2914949140991992,-0.7541755360268464,0.5577738924385067,0.21791168729609012,-0.2512573068941018,0.21425542182950996,-0.7073863231583511,-0.15363960453515116,-0.3781443116377572,-0.09916804929866842,0.06386577454647609
X,-0.8783810123466821,1.247579739507768,0.4364909607590529,-0.3280013272429551,-1.489041279124802,0.6584249622105095,-0.29325253686690994,0.08196278416042838,0.1421599204866816,-0.4133881529796557,1.4414961374832214,0.26124578292574896,0.8284649270467898,0.09306729764068282,-0.3447324829902211,-0.13030494225451844
G,-0.8226417745943191,-0.9788351727914816,-2.658185955191662,-0.14049435187996046,-0.44189550711349873,-0.868928981099516,-0.08122580513476182,-0.735921106513032,0.09939202828470048,0.38927679138033777,0.4652583936414729,-1.1883655447394597,-0.05254675881245403,0.8290036464153379,0.17730428595876388,0.17769275060561812
V,1.1712274690894915,-1.6572744147447611,2.314876910228855,-1.0650402455850705,-0.6651049252601888,0.22328864723189343,-0.40703648943997944,-1.1361744501809292,1.2307418755951036,-0.37572493463438555,0.3120818283858715,-0.23699414835264493,-0.555435924441982,0.20362548488536653,0.1503526297498613,-0.0013656762475741616
X,0.49788488511163653,-0.5212889935118199,-0.512784737733403,-0.4727377668652214,-1.3601951186064927,1.5013268582465185,0.015436998442254863,0.23945746854515393,-0.6913244113699639,0.39851684834658124,-0.0029926431656272004,-0.15774924310766805,-0.45865579872506157,-0.45233141939875526,0.038340139961994216,0.19725781126691852
W,2.1297324668483855,-0.1423166643686515,0.610856074650808,-0.6582824856677753,0.8303313092667781,-0.43647034447302907,-1.0520735137619364,0.23105840334105143,-0.5449306705820989,0.9557319006702171,-0.6143251420318219,-0.7308079147363978,-0.03850894267043905,-0.3163880406127873,0.32119318044736633,0.11037936738727151
G,-3.4530137085029384,-0.6025975785557445,0.2053633098326329,-0.20198461223750175,0.46960239455758634,-0.3269208546973682,-0.8276255944467193,-0.11294605931813737,0.7910733211912334,-0.13807249410616326,-0.2633753649977544,0.17079203731554582,0.4024899310725589,-0.484118199738058,-0.2339048826388809,-0.19924841282001263
R,2.0787647603712394,1.2667206976624348,-0.5328425507671576,-0.13666992469280792,0.07316103125789201,0.5691740142316456,0.0998556326314025,0.8851477762192514,-0.4681531502342506,-0.09451708540103905,0.7368533960589596,1.4940712899464406,-0.3589007854513294,-0.10440615793964264,0.30424160716300525,0.26582762412172495
S,-0.9323366821022743,-1.8229387989248784,-2.3925285082122105,0.7103418571200681,-1.401974561274956,0.4822972099781824,0.7225675532203305,0.45263606652250155,0.11831807809607059,-0.6234750145349731,-0.4599145317096728,-0.11414612092370023,-0.5737082489889597,0.18223963635823273,-0.21744798791130948,-0.185655996793911
